Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Income Group
Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,2.20630002,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,20.4152900165818,Sub-Saharan Africa,Low income
Guyana,GUY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.312078439766351,Latin America & Caribbean,High income
Guyana,GUY,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,16.9640132071807,Latin America & Caribbean,High income
Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,13.80000019,Latin America & Caribbean,High income
Guyana,GUY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,71.1853299350872,Latin America & Caribbean,High income
Haiti,HTI,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,1.15583675155463,Latin America & Caribbean,Lower middle income
Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,7.199999809,Latin America & Caribbean,Lower middle income
Haiti,HTI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,26.6715144811388,Latin America & Caribbean,Lower middle income
Honduras,HND,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,10.4820188089087,Latin America & Caribbean,Lower middle income
Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,9.399999619,Latin America & Caribbean,Lower middle income
Honduras,HND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,53.4134255918276,Latin America & Caribbean,Lower middle income
"Hong Kong SAR, China",HKG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,27.2391339117487,East Asia & Pacific,High income
"Hong Kong SAR, China",HKG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,60.3775168206422,East Asia & Pacific,High income
"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,64.8,East Asia & Pacific,High income
"Hong Kong SAR, China",HKG,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,61.5412,East Asia & Pacific,High income
"Hong Kong SAR, China",HKG,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,68.133,East Asia & Pacific,High income
"Hong Kong SAR, China",HKG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,154.225934880572,East Asia & Pacific,High income
Hungary,HUN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,14.4957057357115,Europe & Central Asia,High income
Hungary,HUN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,32.395938163551,Europe & Central Asia,High income
Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,53.3,Europe & Central Asia,High income
Hungary,HUN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,52.5597,Europe & Central Asia,High income
Hungary,HUN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,54.1018,Europe & Central Asia,High income
Hungary,HUN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,109.924654791539,Europe & Central Asia,High income
Iceland,ISL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,32.0955171008596,Europe & Central Asia,High income
Iceland,ISL,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,59.8964867752711,Europe & Central Asia,High income
Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,90.6,Europe & Central Asia,High income
Iceland,ISL,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,89.3072,Europe & Central Asia,High income
Iceland,ISL,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,91.8273,Europe & Central Asia,High income
Iceland,ISL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,104.635634090698,Europe & Central Asia,High income
India,IND,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.262875874276131,South Asia,Lower middle income
India,IND,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,3.29644666624222,South Asia,Lower middle income
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,3.95,South Asia,Lower middle income
India,IND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,19.620786501083,South Asia,Lower middle income
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.328508530648629,East Asia & Pacific,Upper middle income
Indonesia,IDN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,8.23813147509805,East Asia & Pacific,Upper middle income
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,5.78627472934199,East Asia & Pacific,Upper middle income
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,39.3933857996178,East Asia & Pacific,Upper middle income
"Iran, Islamic Rep.",IRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.268086998734951,Middle East & North Africa,Upper middle income
"Iran, Islamic Rep.",IRN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,31.9492680742378,Middle East & North Africa,Upper middle income
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,9.470000267,Middle East & North Africa,Upper middle income
"Iran, Islamic Rep.",IRN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,39.9047497616975,Middle East & North Africa,Upper middle income
Iraq,IRQ,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.000345172430711654,Middle East & North Africa,Upper middle income
Iraq,IRQ,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,4.80604003852265,Middle East & North Africa,Upper middle income
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.93,Middle East & North Africa,Upper middle income
Iraq,IRQ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,49.3851299082859,Middle East & North Africa,Upper middle income
Ireland,IRL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,17.2691420282585,Europe & Central Asia,High income
Ireland,IRL,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,51.4082011365393,Europe & Central Asia,High income
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,61.158324551,Europe & Central Asia,High income
Ireland,IRL,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,60.2953,Europe & Central Asia,High income
Ireland,IRL,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,62.0065,Europe & Central Asia,High income
Ireland,IRL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,113.137687313091,Europe & Central Asia,High income
Israel,ISR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,21.9534632539815,Middle East & North Africa,High income
Israel,ISR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,44.1597396320694,Middle East & North Africa,High income
Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,48.1280621948445,Middle East & North Africa,High income
Israel,ISR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,127.857199795187,Middle East & North Africa,High income
Italy,ITA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,17.1245900774031,Europe & Central Asia,High income
Italy,ITA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,37.9250303508518,Europe & Central Asia,High income
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,40.79,Europe & Central Asia,High income
Italy,ITA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,35.526,Europe & Central Asia,High income
Italy,ITA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,46.2294,Europe & Central Asia,High income
Italy,ITA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,151.925130505279,Europe & Central Asia,High income
Jamaica,JAM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,3.41838013118137,Latin America & Caribbean,Upper middle income
Jamaica,JAM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,13.6213427666003,Latin America & Caribbean,Upper middle income
Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,21.10000038,Latin America & Caribbean,Upper middle income
Jamaica,JAM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,98.9141056820694,Latin America & Caribbean,Upper middle income
Japan,JPN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,22.0965845880481,East Asia & Pacific,High income
Japan,JPN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,39.9999431639336,East Asia & Pacific,High income
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,74.3,East Asia & Pacific,High income
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,70.0389,East Asia & Pacific,High income
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,78.8066,East Asia & Pacific,High income
Japan,JPN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,83.8011886263973,East Asia & Pacific,High income
Jordan,JOR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,1.30093814077077,Middle East & North Africa,Upper middle income
Jordan,JOR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,8.1878045068664,Middle East & North Africa,Upper middle income
Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,20.0,Middle East & North Africa,Upper middle income
Jordan,JOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,69.8913482736109,Middle East & North Africa,Upper middle income
Kazakhstan,KAZ,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,1.66307708073474,Europe & Central Asia,Upper middle income
Kazakhstan,KAZ,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,19.910545558421,Europe & Central Asia,Upper middle income
Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,4.02,Europe & Central Asia,Upper middle income
Kazakhstan,KAZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,75.7982025702559,Europe & Central Asia,Upper middle income
Kenya,KEN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0466317101044582,Sub-Saharan Africa,Lower middle income
Kenya,KEN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,1.21927054565621,Sub-Saharan Africa,Lower middle income
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,4.400000095,Sub-Saharan Africa,Lower middle income
Kenya,KEN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,29.8383317494537,Sub-Saharan Africa,Lower middle income
Kiribati,KIR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.493788454755653,East Asia & Pacific,Lower middle income
Kiribati,KIR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,3.91895599012423,East Asia & Pacific,Lower middle income
Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,6.0,East Asia & Pacific,Lower middle income
Kiribati,KIR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,0.734804248148293,East Asia & Pacific,Lower middle income
"Korea, Dem. People's Rep.",PRK,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,4.78772077833896,East Asia & Pacific,Low income
"Korea, Dem. People's Rep.",PRK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,0.0,East Asia & Pacific,Low income
"Korea, Rep.",KOR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,30.5325293113359,East Asia & Pacific,High income
"Korea, Rep.",KOR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,47.7533535037629,East Asia & Pacific,High income
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,78.8,East Asia & Pacific,High income
"Korea, Rep.",KOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,92.0940186995266,East Asia & Pacific,High income
Kosovo,XKX,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,5.88237247204628,Europe & Central Asia,Upper middle income
Kosovo,XKX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,31.0996550262466,Europe & Central Asia,Upper middle income
Kuwait,KWT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,1.39559717004793,Middle East & North Africa,High income
Kuwait,KWT,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,21.4610546647437,Middle East & North Africa,High income
Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,34.79999924,Middle East & North Africa,High income
Kuwait,KWT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,56.8763664391577,Middle East & North Africa,High income
Kyrgyz Republic,KGZ,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0586257153654706,Europe & Central Asia,Lower middle income
Kyrgyz Republic,KGZ,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,9.07155310906378,Europe & Central Asia,Lower middle income
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,14.03,Europe & Central Asia,Lower middle income
Kyrgyz Republic,KGZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,40.8089370056808,Europe & Central Asia,Lower middle income
Lao PDR,LAO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0187410133951187,East Asia & Pacific,Lower middle income
Lao PDR,LAO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,1.56579102927957,East Asia & Pacific,Lower middle income
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,1.64,East Asia & Pacific,Lower middle income
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,24.4113505484264,East Asia & Pacific,Lower middle income
Latvia,LVA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,15.3836192324889,Europe & Central Asia,High income
Latvia,LVA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,29.2643594804742,Europe & Central Asia,High income
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,59.17,Europe & Central Asia,High income
Latvia,LVA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,57.4795,Europe & Central Asia,High income
Latvia,LVA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,61.0888,Europe & Central Asia,High income
Latvia,LVA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,100.737558024988,Europe & Central Asia,High income
Lebanon,LBN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,1.03217964549997,Middle East & North Africa,Lower middle income
Lebanon,LBN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,14.3997317984409,Middle East & North Africa,Lower middle income
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,18.74,Middle East & North Africa,Lower middle income
Lebanon,LBN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,26.0109270665991,Middle East & North Africa,Lower middle income
Lesotho,LSO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.00563158767767659,Sub-Saharan Africa,Lower middle income
Lesotho,LSO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,2.43602004435643,Sub-Saharan Africa,Lower middle income
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,3.44543125970873,Sub-Saharan Africa,Lower middle income
Lesotho,LSO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,24.6998875730315,Sub-Saharan Africa,Lower middle income
Liberia,LBR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,0.0558182635832164,Sub-Saharan Africa,Low income
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.551400006,Sub-Saharan Africa,Low income
Liberia,LBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,15.3445714830815,Sub-Saharan Africa,Low income
Libya,LBY,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,15.8738479583512,Middle East & North Africa,Upper middle income
Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,4.72199937850513,Middle East & North Africa,Upper middle income
Libya,LBY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,73.7175601781016,Middle East & North Africa,Upper middle income
Liechtenstein,LIE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,40.311133821609,Europe & Central Asia,High income
Liechtenstein,LIE,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,55.5782660534832,Europe & Central Asia,High income
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,65.0802002,Europe & Central Asia,High income
Liechtenstein,LIE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,90.8788962698007,Europe & Central Asia,High income
Lithuania,LTU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,17.3002567947876,Europe & Central Asia,High income
Lithuania,LTU,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,24.7398165610047,Europe & Central Asia,High income
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,49.9,Europe & Central Asia,High income
Lithuania,LTU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,48.8193,Europe & Central Asia,High income
Lithuania,LTU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,51.1377,Europe & Central Asia,High income
Lithuania,LTU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,152.012023368388,Europe & Central Asia,High income
Luxembourg,LUX,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,26.7932621233889,Europe & Central Asia,High income
Luxembourg,LUX,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,51.6792637474754,Europe & Central Asia,High income
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,78.92,Europe & Central Asia,High income
Luxembourg,LUX,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,72.2074,Europe & Central Asia,High income
Luxembourg,LUX,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,85.5679,Europe & Central Asia,High income
Luxembourg,LUX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,142.5239969184,Europe & Central Asia,High income
"Macao SAR, China",MAC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,21.1570532765306,East Asia & Pacific,High income
"Macao SAR, China",MAC,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,34.0841510698387,East Asia & Pacific,High income
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,47.32699966,East Asia & Pacific,High income
"Macao SAR, China",MAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,152.089033555119,East Asia & Pacific,High income
Madagascar,MDG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.0115854535722299,Sub-Saharan Africa,Low income
Madagascar,MDG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,0.658973118351806,Sub-Saharan Africa,Low income
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.649999976,Sub-Saharan Africa,Low income
Madagascar,MDG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,10.9142059758793,Sub-Saharan Africa,Low income
Malawi,MWI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.00687961404628625,Sub-Saharan Africa,Low income
Malawi,MWI,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,1.29054635699761,Sub-Saharan Africa,Low income
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.965864736553132,Sub-Saharan Africa,Low income
Malawi,MWI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,7.74031710895931,Sub-Saharan Africa,Low income
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,3.83430285414437,East Asia & Pacific,Upper middle income
Malaysia,MYS,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,16.1120724647682,East Asia & Pacific,Upper middle income
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,55.7,East Asia & Pacific,Upper middle income
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,86.4755300769983,East Asia & Pacific,Upper middle income
Maldives,MDV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,3.20667901466659,South Asia,Upper middle income
Maldives,MDV,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,10.189565426422,South Asia,Upper middle income
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,16.3,South Asia,Upper middle income
Maldives,MDV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,96.6284412858767,South Asia,Upper middle income
Mali,MLI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.022133419561447,Sub-Saharan Africa,Low income
Mali,MLI,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,0.553370072504241,Sub-Saharan Africa,Low income
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,0.81,Sub-Saharan Africa,Low income
Mali,MLI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,17.5053976147782,Sub-Saharan Africa,Low income
Malta,MLT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,20.1300584615901,Middle East & North Africa,High income
Malta,MLT,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,55.233618650182,Middle East & North Africa,High income
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,46.9,Middle East & North Africa,High income
Malta,MLT,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,43.1286,Middle East & North Africa,High income
Malta,MLT,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,50.5796,Middle East & North Africa,High income
Malta,MLT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,88.3347675079159,Middle East & North Africa,High income
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,3.950000048,East Asia & Pacific,Upper middle income
Mauritania,MRT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.129321813777235,Sub-Saharan Africa,Lower middle income
Mauritania,MRT,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,1.30185036884198,Sub-Saharan Africa,Lower middle income
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,1.433599949,Sub-Saharan Africa,Lower middle income
Mauritania,MRT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,45.7141942652888,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,2.76734949799845,Sub-Saharan Africa,Upper middle income
Mauritius,MUS,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,28.4172418193362,Sub-Saharan Africa,Upper middle income
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,20.22,Sub-Saharan Africa,Upper middle income
Mauritius,MUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,73.1476040513014,Sub-Saharan Africa,Upper middle income
Mexico,MEX,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,4.14106964177955,Latin America & Caribbean,Upper middle income
Mexico,MEX,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,18.3847581360166,Latin America & Caribbean,Upper middle income
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,20.81,Latin America & Caribbean,Upper middle income
Mexico,MEX,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2007,18.1184,Latin America & Caribbean,Upper middle income
Mexico,MEX,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2007,21.552,Latin America & Caribbean,Upper middle income
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,61.1903963397257,Latin America & Caribbean,Upper middle income
"Micronesia, Fed. Sts.",FSM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.105569712413542,East Asia & Pacific,Upper middle income
"Micronesia, Fed. Sts.",FSM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,7.91499817983254,East Asia & Pacific,Upper middle income
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,13.62110043,East Asia & Pacific,Upper middle income
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,24.9690571532581,East Asia & Pacific,Upper middle income
Moldova,MDA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,1.37108726290415,Europe & Central Asia,Upper middle income
Moldova,MDA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,28.0385086342718,Europe & Central Asia,Upper middle income
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,20.45,Europe & Central Asia,Upper middle income
Moldova,MDA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,48.8869490439311,Europe & Central Asia,Upper middle income
Monaco,MCO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,38.6342934321701,Europe & Central Asia,High income
Monaco,MCO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,108.992681471244,Europe & Central Asia,High income
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,64.37770081,Europe & Central Asia,High income
Monaco,MCO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,64.0763891070139,Europe & Central Asia,High income
Mongolia,MNG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,0.283554418866818,East Asia & Pacific,Upper middle income
Mongolia,MNG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2007,7.03383672710332,East Asia & Pacific,Upper middle income
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,2007,9.0,East Asia & Pacific,Upper middle income
Mongolia,MNG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2007,45.8051776001595,East Asia & Pacific,Upper middle income
Montenegro,MNE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2007,2.81853361099752,Europe & Central Asia,Upper middle income
