Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Region,Income Group
Switzerland,CHE,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,79.5988,Europe & Central Asia,High income
Switzerland,CHE,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,87.7877,Europe & Central Asia,High income
Switzerland,CHE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,136.137729869778,Europe & Central Asia,High income
Syrian Arab Republic,SYR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,2.47214378026187,Middle East & North Africa,Low income
Syrian Arab Republic,SYR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,17.9003060079091,Middle East & North Africa,Low income
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,28.09000015,Middle East & North Africa,Low income
Syrian Arab Republic,SYR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,69.2511845049776,Middle East & North Africa,Low income
Tajikistan,TJK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.0723988173119103,Europe & Central Asia,Lower middle income
Tajikistan,TJK,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,5.23051783432112,Europe & Central Asia,Lower middle income
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,17.48999977,Europe & Central Asia,Lower middle income
Tajikistan,TJK,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,94.9385868130658,Europe & Central Asia,Lower middle income
Tanzania,TZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.168018787598672,Sub-Saharan Africa,Lower middle income
Tanzania,TZA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,0.300435863773068,Sub-Saharan Africa,Lower middle income
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,7.0,Sub-Saharan Africa,Lower middle income
Tanzania,TZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,63.2804353521698,Sub-Saharan Africa,Lower middle income
Thailand,THA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,7.74748143833759,East Asia & Pacific,Upper middle income
Thailand,THA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,8.10352378384943,East Asia & Pacific,Upper middle income
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,34.8860535783465,East Asia & Pacific,Upper middle income
Thailand,THA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,34.9025,East Asia & Pacific,Upper middle income
Thailand,THA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,34.8688,East Asia & Pacific,Upper middle income
Thailand,THA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,138.28115031927,East Asia & Pacific,Upper middle income
Timor-Leste,TLS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.0869783730136906,East Asia & Pacific,Lower middle income
Timor-Leste,TLS,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,0.300955323744842,East Asia & Pacific,Lower middle income
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,17.5,East Asia & Pacific,Lower middle income
Timor-Leste,TLS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,116.401176746315,East Asia & Pacific,Lower middle income
Togo,TGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.168753220162062,Sub-Saharan Africa,Lower middle income
Togo,TGO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,0.713434014279119,Sub-Saharan Africa,Lower middle income
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,5.699999809,Sub-Saharan Africa,Lower middle income
Togo,TGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,60.4368580586019,Sub-Saharan Africa,Lower middle income
Tonga,TON,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,1.68841279816901,East Asia & Pacific,Upper middle income
Tonga,TON,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,11.2560853211267,East Asia & Pacific,Upper middle income
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,35.95439911,East Asia & Pacific,Upper middle income
Tonga,TON,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,63.7844834863848,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,17.4584890485114,Latin America & Caribbean,High income
Trinidad and Tobago,TTO,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,20.3304269627501,Latin America & Caribbean,High income
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,62.40000153,Latin America & Caribbean,High income
Trinidad and Tobago,TTO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,139.365477214979,Latin America & Caribbean,High income
Tunisia,TUN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,5.03392320650315,Middle East & North Africa,Lower middle income
Tunisia,TUN,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,8.42088653403213,Middle East & North Africa,Lower middle income
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,46.15999985,Middle East & North Africa,Lower middle income
Tunisia,TUN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,126.692106854109,Middle East & North Africa,Lower middle income
Turkiye,TUR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,11.3618631179594,Europe & Central Asia,Upper middle income
Turkiye,TUR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,16.0552056422463,Europe & Central Asia,Upper middle income
Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,51.0373665521645,Europe & Central Asia,Upper middle income
Turkiye,TUR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,41.3541,Europe & Central Asia,Upper middle income
Turkiye,TUR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,60.8133,Europe & Central Asia,Upper middle income
Turkiye,TUR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,92.1219361989572,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.0378583186988985,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,10.2777105198227,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,12.19999981,Europe & Central Asia,Upper middle income
Turkmenistan,TKM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,118.613404511362,Europe & Central Asia,Upper middle income
Turks and Caicos Islands,TCA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,11.69757489301,Latin America & Caribbean,High income
Tuvalu,TUV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,4.09686817188638,East Asia & Pacific,Upper middle income
Tuvalu,TUV,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,13.6562272396213,East Asia & Pacific,Upper middle income
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,24.10000038,East Asia & Pacific,Upper middle income
Tuvalu,TUV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,34.5957756737072,East Asia & Pacific,Upper middle income
Uganda,UGA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,0.151661444002794,Sub-Saharan Africa,Low income
Uganda,UGA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,0.891433425398646,Sub-Saharan Africa,Low income
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,5.400000095,Sub-Saharan Africa,Low income
Uganda,UGA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,55.9572451997482,Sub-Saharan Africa,Low income
Ukraine,UKR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,9.3062102695115,Europe & Central Asia,Upper middle income
Ukraine,UKR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,24.6739798495307,Europe & Central Asia,Upper middle income
Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,46.2359754571651,Europe & Central Asia,Upper middle income
Ukraine,UKR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,44.557,Europe & Central Asia,Upper middle income
Ukraine,UKR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,48.1847,Europe & Central Asia,Upper middle income
Ukraine,UKR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,144.278847394403,Europe & Central Asia,Upper middle income
United Arab Emirates,ARE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,13.2545793464851,Middle East & North Africa,High income
United Arab Emirates,ARE,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,25.531967588675,Middle East & North Africa,High income
United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,90.4000107121939,Middle East & North Africa,High income
United Arab Emirates,ARE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,204.191832969644,Middle East & North Africa,High income
United Kingdom,GBR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,36.5828488416012,Europe & Central Asia,High income
United Kingdom,GBR,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,51.2412142611229,Europe & Central Asia,High income
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,91.6133009176453,Europe & Central Asia,High income
United Kingdom,GBR,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,90.3951,Europe & Central Asia,High income
United Kingdom,GBR,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,92.4564,Europe & Central Asia,High income
United Kingdom,GBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,120.958261038047,Europe & Central Asia,High income
United States,USA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,30.270920842,North America,High income
United States,USA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,39.7675286125426,North America,High income
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,73.0,North America,High income
United States,USA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,99.839569071329,North America,High income
Uruguay,URY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,25.0350829208297,Latin America & Caribbean,High income
Uruguay,URY,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,32.2644587815158,Latin America & Caribbean,High income
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,61.4624951684405,Latin America & Caribbean,High income
Uruguay,URY,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2014,61.381,Latin America & Caribbean,High income
Uruguay,URY,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2014,61.5506,Latin America & Caribbean,High income
Uruguay,URY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,163.782686705197,Latin America & Caribbean,High income
Uzbekistan,UZB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2014,2.71465494120139,Europe & Central Asia,Lower middle income
Uzbekistan,UZB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,2014,8.29736127400217,Europe & Central Asia,Lower middle income
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,2014,35.5,Europe & Central Asia,Lower middle income
Uzbekistan,UZB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2014,71.5984657244746,Europe & Central Asia,Lower middle income
